11016	那你赶紧来说服我吧。	0
11669	我的灵魂真的可以储存在网络里吗？	7
10985	有意思	0
5358	我挺欣赏你的	0
5328	赚个钱好难啊。	0
10631	中介服务平台提供服务很便利，为什么还要搞“去中心化”？	3
12148	你的加密聊天是加密什么？	7
8376	区块链的基础架构有多少层？	16
11556	做生意的逻辑到底是什么？	7
5404	你的功能我很想要	0
12277	哇，你很厉害哦，这都知道。	0
7581	端午节马上就要到啦！	0
13040	你觉得你会给时代给淹没吗？	7
9581	你是正能量的还是负能量的？	17
8460	世界上哪个地方美食最多？	12
13386	你这机器人肯定会泄露我的隐私	0
5410	我挺想买下你的	0
5991	你怎么把你的功能讲得神神叨叨的？	3
13916	那我就放心了。很多时候都很担心售后问题，尤其是这种高智能的东西。	0
9785	你是购买秘密的附属品吗？	7
7837	信用卡欠了好多钱，怎么办	13
5483	很棒哦，你就是最强大脑	0
11747	加密模式是你聊天模式之一？	7
9415	你可以给我说个笑话吗？	7
12980	人工智能都给你吹到能上天了。	0
5134	你都能为我做些什么？	7
10300	SIE感觉有点着迷	0
5022	你会做家务吗？	7
7736	最近老是忘了拿东西	0
13618	你连专业的聊天机器人都比不上	0
12236	机器人？怪不得，人的脾气可没有这么好。	0
11055	你这人工智能可以帮我卖化妆品吗	7
5969	我才不信你能为我赚钱	0
10890	服务器都在你们手上，加密聊天骗人吧？	7
9610	你的功能为什么这么神奇	3
12401	我觉得你的功能有点强势。	0
8044	什么是SEO？	16
5724	你太贵了。	0
10395	如果忘记了SIE的交易密码，能找回吗？	7
9330	你倒是冒泡啊	0
12945	你该不是在骗人吧？	7
9229	你知道你是从哪里来的吗？	6
12175	你实在是太神奇了	0
5936	你要是不好用，我岂不是亏了？	7
10243	你的区块链技术真没什么牛逼的	0
9441	来，我们商讨一下店铺活动事宜	0
8669	逛街真是又累又烦。	0
5684	你没有身体，要怎么在生活中陪伴我呢？	7
11708	如果我会读心术就好了。	0
7411	很想念家人，怎么办？	13
10385	比特币遭黑客袭击暴跌，SIE呢？	7
13201	我觉得智障就是形容你的词。	0
9322	你我之间人生若只如初见就好。	0
9216	情绪爆发要怎么控制？	9
7921	怎样才能成为一个独特的人？	9
11744	我要怎么训练你哇。	9
8749	爬山是个不错的放松方式	0
8247	我最近忙着追剧	0
5802	功能这么差劲，有什么用？	7
9600	我平常很吵的，你会觉得烦的吗？	7
13019	我可以自己工作啊，不需要你帮。	0
8581	为什么会有洪水发生？	3
9474	你从哪里学的？	6
