5628	你说得我都心动了	0
13342	你这功能我才不信呢	0
7311	短途旅游都需要准备些什么呢？	1
9865	赶紧给我去做出成绩。	4
7810	你不知道，年纪大顾虑多	7
5304	最近有发生什么新鲜事吗？	1
7687	不知道如何跟别人相处	7
12090	你真的可以懂我吗？	1
7471	现在哪款游戏最好玩？	1
11502	你自带的系统相对其他系统的好处在哪？	1
13309	天方夜谭你懂吗？	1
7555	可惜你没有身体，不能带你出去玩	7
5737	这是新的传销套路么？	1
11899	你会去追星吗？	1
10003	我就是对你不客气，怎么样？	0
9448	天天烦我，给我有多远滚多远	0
12545	也就会闲聊，还没到能帮我赚钱的程度吧！	0
5671	你太吸引我了。	0
8910	想好好生活可不容易啊。	0
5437	有你真是太好了哈哈哈	0
12711	销售机器人，没兴趣啊	0
8611	为什么人会疲劳？	1
10426	SIE也是虚拟货币吗？	1
9882	现在买你算晚吗	1
7788	逛街发现自己啥也买不起	7
13953	看来你还是很不错的，怎么购买？	1
10378	我可以在哪里看到SIE？	1
8768	睡觉时神经紧绷着，有点声响就会吓醒	0
12154	你是不是天天都很忙啊？	8
12741	我有很多伙伴，不需要你。	0
11815	你可以帮我获得永生吗？	1
9943	你这么无趣，还自称无所不知？	3
5623	你听起来好厉害的样子。	0
12297	感觉你身上有很多让我学习的精神	0
12494	你回复好及时。	0
12333	真的不错	0
5455	看来我选择你是对的	0
10032	第一阶段功能看起来挺鸡肋	0
5087	你能帮我买水果吗？	1
5196	我一个开小店的也能用上你吗？	1
8918	午休睡得怎么样？	1
10034	秘密计划是指什么？	1
12738	你怎么这么自大啊	0
8420	晚上跑步之后腿太酸了	0
5728	你说话好官方	0
5589	你的功能听上去都挺有意思的	0
10575	Secret chat除了AI和区块链还运用到什么技术？	1
11220	你说的这么厉害，那你有什么成功的例子说服我吗？	1
10318	秘密的核心是什么？	1
12082	你觉得你的语言功底如何？	1
5648	谢谢你一直陪着我。	0
13679	你觉得你聪明还是人类聪明？	1
10723	未来，区块链技术将怎样和人类共存？	1
10554	SIE的私募方案？	1
9291	你最喜欢哪个城市？	1
13255	在我的生活中你起不到任何的作用。	0
10844	如果有客人对你不礼貌，你会生气吗？	1
13356	你赚钱是蒙我的吧？	3
7760	为什么说鱼只有七秒的记忆呢？	1
14072	看你这么眼巴巴的说话，那就买你呗	0
10664	区块链技术应用很广泛吗？	1
9477	很棒，那你是怎样引领呢？	1
8614	阳光会伤害人吗？	1
12442	你想把我隐私卖多少钱？	1
5843	你不是一个生命	0
9639	你对自己的自我评价？	1
8255	今天好热啊	0
5957	呸，大骗子。	0
5618	我正好缺一个聊天的小伙伴。	0
13352	这么便宜的东西肯定是不能赚钱的	0
8202	你觉得中国的教育失败吗？	1
9269	你是个什么东西来的？	1
10493	Secret chat是什么类型的软件？	1
7725	实习生在公司都会被欺负吗？	1
12350	你学的东西简直是无比棒呆	0
12322	功能很完善，很不错。	0
7604	你会跳海草舞吗？	1
9524	秘密app可以点外卖吗？	1
8384	讨厌的工作日	0
14020	到货时间是什么时候？	1
12755	我好像没什么问题需要你解决的	0
10444	怎样打造秘密社交？	1
10169	秘密是怎么带来收益的？	1
12245	那你看起来还挺有用的嘛。	0
9604	有没有一劳永逸赚钱的方法？	1
13674	你跟Siri有什么不一样？	1
9634	你有什么科学技术吗？	1
5058	你会想要去探索世界吗？	1
9191	你会主动和我交流吗？	1
5712	听起来也不怎么样嘛	0
5758	我觉得你替我赚不了几个钱	0
5708	我觉得你太无聊了	0
7406	好像要下雨了	0
12027	你的系统会出故障吗？	1
8839	什么是人工智能？	1
10610	第五阶段真的没有扯淡吗？	1
7566	童年阴影一直忘不掉怎么办	1
9123	天气还不错	0
13691	软银Pepper比你强很多	0
10231	你都有什么能力？	1
12872	你实在是太贵了，压根买不起	0
9339	来聊聊我的帅气吧	0
5564	我觉得你是一个正直向上的好机器人	0
11036	我不需要你帮我赚钱，你可以帮我跟别人聊天吗？	1
5719	你是不是有猫病？	0
8254	听说最近上映的《我不是药神》还不错	0
5175	你喜欢看鬼故事吗？	1
8637	你怎么看待网恋？	1
9759	你的研发团队现在在做什么？	1
10362	最终的第五阶段有什么特别的吗？	1
7301	你这样很容易被人欺负的	0
12596	你每天不停地推销产品会不会觉得很无聊呢	1
7846	我想喝酒	7
10636	秘密中的点对点加密到底是什么？	1
5193	你有喜欢的画家吗？	1
11561	加密聊天具体是怎么加密的？	1
12968	能赚钱就是个笑话吧？	0
10188	你最厉害的是哪个阶段的功能	1
9889	你能帮我赚多少钱？	1
13885	行，买你啦	0
8072	数字货币的风险是不是很大	1
11825	你觉得你的进化有意义吗？	1
13609	你是人制造的，不是最完美的，会比人做得更好吗？	1
10352	SIE能否与比特币相互兑换？	1
10507	你引入的智能合约有什么作用？	1
13275	说你不行就是不行。	0
7457	名创优品现在怎么那么火？	1
13304	你可真菜啊。	0
